,STATE_ABBR,DATA_YEAR,STATE_POPULATION,STATE_TOTAL_CRIMES
1801,WA,1998,5689000,643218
1802,WA,1999,5756361,583302
1803,WA,2000,5894121,580076
1804,WA,2001,5993390,595726
1805,WA,2002,6067060,598898
1806,WA,2003,6131298,604356
1807,WA,2004,6207046,623004
1808,WA,2005,6291899,637067
1809,WA,2006,6395798,599215
1810,WA,2007,6468424,547220
1811,WA,2008,6549224,522062
1812,WA,2009,6664195,514413
1813,WA,2010,6742950,521357
1814,WA,2011,6823267,509889
1815,WA,2012,6895318,530584
1816,WA,2016,7280934,533216
1817,WA,2017,7405743,493734
1818,WA,2014,7063166,543876
1819,WA,1995,5431000,654726
1820,WA,2015,7160290,520720
1821,WA,2013,6973742,539627
1822,WA,1979,3926000,495634
1823,WA,1980,4113331,549774
1824,WA,1981,4212000,549109
1825,WA,1982,4245000,516109
1826,WA,1983,4300000,506700
1827,WA,1984,4349000,513050
1828,WA,1985,4409000,556955
1829,WA,1986,4463000,594575
1830,WA,1987,4538000,616927
1831,WA,1988,4619000,635559
1832,WA,1989,4761000,605404
1833,WI,1996,5160000,381325
1834,WI,1997,5170000,366278
1835,WI,1998,5224000,357177
1836,WI,1999,5250446,333216
1837,WI,2000,5363675,331548
1838,WI,2001,5405947,346334
1839,WI,2002,5439692,341736
1840,WI,2003,5474290,327472
1841,WI,2004,5503533,304968
1842,WI,2005,5527644,308479
1843,WI,2006,5556506,329395
1844,WI,2007,5601640,335833
1845,WI,2008,5627967,327275
1846,WI,2009,5654774,310917
1847,WI,2010,5691659,300405
1848,WI,2011,5709843,294780
1849,WI,2012,5724554,298545
1850,WI,1995,5123000,383729
1851,WI,2016,5772917,242089
1852,WI,2017,5795483,228730
1853,WI,2014,5759432,258386
1854,WI,2015,5767891,246375
1855,WI,2013,5742953,268160
1856,WI,1979,4720000,406385
1857,WI,1980,4680917,440692
1858,WI,1981,4739000,442898
1859,WI,1982,4765000,413971
1860,WI,1983,4751000,395306
1861,WI,1984,4766000,388335
1862,WI,1985,4775000,373716
1863,WI,1986,4785000,379723
1864,WI,1987,4807000,388836
1865,WI,1988,4858000,375504
1866,WI,1989,4867000,394572
1867,WI,1990,4891769,417052
1868,WI,1991,4955000,428843
1869,WI,1992,5007000,418702
1870,WI,1993,5038000,395167
1871,WI,1994,5082000,387156
1872,WV,1979,1878000,84182
1873,WV,1996,1826000,86856
1874,WV,1997,1816000,85707
1875,WV,1998,1811000,87757
1876,WV,1999,1806928,91986
1877,WV,2000,1808344,88411
1878,WV,2001,1800975,87205
1879,WV,2002,1804884,86419
1880,WV,2003,1811440,89367
1881,WV,2004,1812548,97762
1882,WV,2005,1814083,100482
1883,WV,2006,1818470,100995
1884,WV,2007,1812035,96719
1885,WV,2008,1814468,97319
1886,WV,2009,1819777,98355
1887,WV,2010,1854368,88492
1888,WV,2011,1854908,83776
1889,WV,2012,1856680,95293
1890,WV,2013,1853595,85731
1891,WV,1995,1828000,86028
1892,WV,2016,1828637,81436
1893,WV,2017,1815857,73847
1894,WV,2014,1848751,82604
1895,WV,2015,1841053,84000
1896,WV,1980,1930787,94985
1897,WV,1981,1951000,98772
1898,WV,1982,1948000,94433
1899,WV,1983,1965000,91691
1900,WV,1984,1952000,87909
1901,WV,1985,1936000,84016
1902,WV,1986,1919000,85758
1903,WV,1987,1897000,80511
1904,WV,1988,1884000,81882
1905,WV,1989,1857000,85032
1906,WV,1990,1793477,86746
1907,WV,1991,1801000,92496
1908,WV,1992,1812000,90743
1909,WV,1993,1820000,88393
1910,WV,1994,1822000,88203
1911,WY,1996,481000,39723
1912,WY,1997,480000,38911
1913,WY,1998,481000,35439
1914,WY,1999,479602,32051
1915,WY,2000,493782,31254
1916,WY,2001,493754,33512
1917,WY,2002,498830,34352
1918,WY,2003,502111,34610
1919,WY,2004,505887,34941
1920,WY,2005,508798,33312
1921,WY,2006,515004,32069
1922,WY,2007,522830,31523
1923,WY,2008,532668,30470
1924,WY,2009,544270,29746
1925,WY,2010,564554,28926
1926,WY,2011,567356,27059
1927,WY,2012,576626,27704
1928,WY,1995,480000,40254
1929,WY,2016,584910,24394
1930,WY,2017,579315,22632
1931,WY,2015,586555,23653
1932,WY,2013,583223,26875
1933,WY,2014,584304,24135
1934,WY,1979,450000,41837
1935,WY,1980,468954,44927
1936,WY,1981,492000,48382
1937,WY,1982,502000,46705
1938,WY,1983,514000,40043
1939,WY,1984,511000,36401
1940,WY,1985,509000,39567
1941,WY,1986,507000,42696
1942,WY,1987,490000,38119
1943,WY,1988,471000,35891
1944,WY,1989,475000,35719
1945,WY,1990,453588,36831
1946,WY,1991,460000,38951
1947,WY,1992,466000,41151
1948,WY,1993,470000,37787
1949,WY,1994,476000,39541
