,ORI,DATA_YEAR,POPULATION
35383,SC0220100,2014,2844
35384,SC0220100,2013,2823
35385,SC0220100,2012,2879
35386,SC0220100,2011,2894
35387,SC0220100,2010,2861
35388,SC0220100,2009,2968
35389,SC0220100,2008,2940
35390,SC0240400,2017,2060
35391,SC0240400,2016,2050
35392,SC0240400,2015,2033
35393,SC0240400,2014,2047
35394,SC0240400,2014,2047
35395,SC0240400,2013,2003
35396,SC0240400,2013,2003
35397,SC0240400,2012,2023
35398,SC0240400,2011,2021
35399,SC0240400,2010,1998
35400,SC0270100,2017,6328
35401,SC0270100,2016,5893
35402,SC0270100,2015,5328
35403,SC0270100,2014,4688
35404,SC0270100,2013,4064
35405,SC0270100,2012,3047
35406,SC0270100,2011,2986
35407,SC0270100,2010,2952
35408,SC0270100,2009,2918
35409,SC0270100,2008,1947
35410,SC0350100,2017,8127
35411,SC0350100,2016,8514
35412,SC0350100,2015,8773
35413,SC0350100,2014,8811
35414,SC0350100,2013,8809
35415,SC0350100,2012,9034
35416,SC0350100,2011,9175
35417,SC0350100,2010,9069
35418,SC0350100,2009,8956
35419,SC0350100,2008,8854
35420,SC0360500,2017,1209
35421,SC0360500,2016,1204
35422,SC0360500,2015,1195
35423,SC0360500,2014,1185
35424,SC0360500,2013,1185
35425,SC0360500,2012,1198
35426,SC0360500,2011,1194
35427,SC0360500,2010,1180
35428,SC0360500,2009,1065
35429,SC0360500,2008,1060
35430,SC0430100,2017,40747
35431,SC0430100,2016,40864
35432,SC0430100,2015,41017
35433,SC0430100,2014,41341
35434,SC0430100,2013,40928
35435,SC0430100,2012,40911
35436,SC0430100,2011,40996
35437,SC0430100,2010,40524
35438,SC0430100,2009,38399
35439,SC0430100,2008,38547
35440,SC0450000,2017,27093
35441,SC0450000,2016,27768
35442,SC0450000,2015,27899
35443,SC0450000,2014,28344
35444,SC0450000,2013,28915
35445,SC0450000,2012,29661
35446,SC0450000,2011,30013
35447,SC0450000,2010,29667
35448,SC0450000,2009,30431
35449,SC0450000,2008,30712
35450,SC0450400,2017,400
35451,SC0450400,2016,405
35452,SC0450400,2015,404
35453,SC0450400,2014,411
35454,SC0450400,2013,421
35455,SC0450400,2013,421
35456,SC0450400,2012,431
35457,SC0450400,2011,443
35458,SC0450400,2010,438
35459,SC0450400,2009,391
35460,SD0090100,2017,5662
35461,SD0090100,2016,5714
35462,SD0090100,2015,5733
35463,SD0090100,2014,5755
35464,SD0090100,2013,5676
35465,SD0090100,2012,5739
35466,SD0090100,2011,5662
35467,SD0090100,2010,5594
35468,SD0090100,2009,5001
35469,SD0090100,2008,4926
35470,SD0330100,2017,1308
35471,SD0330100,2016,1284
35472,SD0330100,2015,1267
35473,SD0330100,2014,1252
35474,SD0330100,2013,1260
35475,SD0330100,2012,1305
35476,SD0330100,2011,1322
35477,SD0330100,2010,1306
35478,SD0330100,2009,1181
35479,SD0330100,2008,1182
35480,SD0500100,2017,2331
35481,SD0500100,2016,2296
35482,SD0500100,2015,2268
35483,SD0500100,2014,2291
35484,SD0500100,2013,2311
35485,SD0500100,2012,2363
35486,SD0500100,2011,2369
35487,SD0500100,2010,2341
35488,SD0500100,2009,2206
35489,SD0500100,2008,2250
35490,SD0510300,2017,9623
35491,SD0510300,2016,9607
35492,SD0510300,2015,9614
35493,SD0510300,2014,9432
35494,SD0510300,2013,9079
35495,SD0510300,2012,7997
35496,SD0510300,2011,7895
35497,SD0510300,2010,7800
35498,SD0510300,2009,3601
35499,SD0510300,2008,3312
35500,TN0200000,2017,8202
35501,TN0200000,2016,8085
35502,TN0200000,2015,8089
35503,TN0200000,2014,8109
35504,TN0200000,2013,8098
35505,TN0200000,2012,8175
35506,TN0200000,2011,8230
35507,TN0200000,2010,8156
35508,TN0200000,2009,7781
35509,TN0200000,2008,7777
35510,TN0210100,2017,4717
35511,TN0210100,2016,4662
35512,TN0210100,2015,4694
35513,TN0210100,2014,4686
35514,TN0210100,2013,4592
35515,TN0210100,2012,4599
35516,TN0210100,2011,4571
35517,TN0210100,2010,4530
35518,TN0210100,2009,4435
35519,TN0210100,2008,4345
35520,TN0230100,2017,16612
35521,TN0230100,2016,16711
35522,TN0230100,2015,16766
35523,TN0230100,2014,16970
35524,TN0230100,2013,17013
35525,TN0230100,2012,17223
35526,TN0230100,2011,17300
35527,TN0230100,2010,17145
35528,TN0230100,2009,17088
35529,TN0230100,2008,17222
35530,TN0240500,2017,7884
35531,TN0240500,2016,7670
35532,TN0240500,2015,7495
35533,TN0240500,2014,7229
35534,TN0240500,2013,6976
35535,TN0240500,2012,6695
35536,TN0240500,2011,6683
35537,TN0240500,2010,6623
35538,TN0240500,2009,5792
35539,TN0240500,2008,4825
35540,TN0320000,2017,34363
35541,TN0320000,2016,34011
35542,TN0320000,2015,33793
35543,TN0320000,2014,33976
35544,TN0320000,2013,33552
35545,TN0320000,2012,33972
35546,TN0320000,2011,33714
35547,TN0320000,2010,33413
35548,TN0320000,2009,35015
35549,TN0320000,2008,34698
35550,TN0350100,2017,5066
35551,TN0350100,2016,5032
35552,TN0350100,2015,5089
35553,TN0350100,2014,5199
35554,TN0350100,2013,5231
35555,TN0350100,2012,5371
35556,TN0350100,2011,5466
35557,TN0350100,2010,5417
35558,TN0350100,2009,5627
35559,TN0350100,2008,5586
35560,TN0370300,2017,5427
35561,TN0370300,2016,5424
35562,TN0370300,2015,5458
35563,TN0370300,2014,5480
35564,TN0370300,2013,5422
35565,TN0370300,2012,5458
35566,TN0370300,2011,5478
35567,TN0370300,2010,5429
35568,TN0370300,2009,5538
35569,TN0370300,2008,5478
35570,TN0380100,2017,9698
35571,TN0380100,2016,9795
35572,TN0380100,2015,9898
35573,TN0380100,2014,9957
35574,TN0380100,2013,9886
35575,TN0380100,2012,10201
35576,TN0380100,2011,10385
35577,TN0380100,2010,10292
35578,TN0380100,2009,10267
35579,TN0380100,2008,10337
35580,TN0510000,2017,8218
35581,TN0510000,2016,8145
35582,TN0510000,2015,8186
35583,TN0510000,2014,8256
35584,TN0510000,2013,8166
35585,TN0510000,2012,8460
35586,TN0510000,2011,8480
35587,TN0510000,2010,8404
35588,TN0510000,2009,7818
35589,TN0510000,2008,7791
35590,TN0600000,2017,39115
35591,TN0600000,2016,37916
35592,TN0600000,2015,36935
35593,TN0600000,2014,36199
35594,TN0600000,2013,35272
35595,TN0600000,2012,35220
35596,TN0600000,2011,35004
35597,TN0600000,2010,34691
35598,TN0600000,2009,32639
35599,TN0600000,2008,31844
35600,TN0740400,2017,1736
35601,TN0740400,2016,1725
35602,TN0740400,2015,1732
35603,TN0740400,2014,1720
35604,TN0740400,2013,1724
35605,TN0740400,2012,1749
35606,TN0740400,2011,1729
35607,TN0740400,2010,1714
35608,TN0740400,2009,1671
35609,TN0740400,2008,1647
35610,TN0780300,2017,6254
35611,TN0780300,2016,6230
35612,TN0780300,2015,6196
35613,TN0780300,2014,6075
35614,TN0780300,2013,6023
35615,TN0780300,2012,6024
35616,TN0780300,2011,5928
35617,TN0780300,2010,5875
35618,TN0780300,2009,6318
35619,TN0780300,2008,6237
35620,TN0790200,2017,39086
35621,TN0790200,2016,39311
35622,TN0790200,2015,39361
35623,TN0790200,2014,39495
35624,TN0790200,2013,39631
35625,TN0790200,2012,39484
35626,TN0790200,2011,39194
35627,TN0790200,2010,38844
35628,TN0790200,2009,41419
35629,TN0790200,2008,41160
35630,TN0791000,2017,0
35631,TN0791000,2016,0
35632,TN0791000,2015,0
35633,TN0791000,2014,0
35634,TN0791000,2013,0
35635,TN0791000,2012,0
35636,TN0791000,2011,0
35637,TN0791000,2010,0
35638,TN0791000,2009,0
35639,TN0791000,2008,0
35640,TN0810000,2017,11432
35641,TN0810000,2016,11476
35642,TN0810000,2015,11527
35643,TN0810000,2014,11653
35644,TN0810000,2013,11569
35645,TN0810000,2012,11569
35646,TN0810000,2011,11700
35647,TN0810000,2010,11596
35648,TN0810000,2009,11396
35649,TN0810000,2008,11244
35650,TN0830100,2017,36689
35651,TN0830100,2016,35154
35652,TN0830100,2015,34080
35653,TN0830100,2014,32756
35654,TN0830100,2013,31961
35655,TN0830100,2012,31093
35656,TN0830100,2011,30551
35657,TN0830100,2010,30278
35658,TN0830100,2009,30102
35659,TN0830100,2008,29507
35660,TN0830500,2017,2328
35661,TN0830500,2016,2308
35662,TN0830500,2015,2300
35663,TN0830500,2014,2264
35664,TN0830500,2013,2254
35665,TN0830500,2012,2265
35666,TN0830500,2011,2226
35667,TN0830500,2010,2206
35668,TN0830500,2009,2199
35669,TN0830500,2008,2189
35670,TX0110200,2017,9537
35671,TX0110200,2016,9229
35672,TX0110200,2015,8744
35673,TX0110200,2014,8484
35674,TX0110200,2013,8259
35675,TX0110200,2012,8386
35676,TX0110200,2011,8306
35677,TX0110200,2010,8135
35678,TX0110200,2009,10524
35679,TX0110200,2008,10486
35680,TX0151400,2017,20668
35681,TX0151400,2016,20275
35682,TX0151400,2015,20011
35683,TX0151400,2014,19570
35684,TX0151400,2013,19344
35685,TX0151400,2012,19271
35686,TX0151400,2011,18920
35687,TX0151400,2010,18530
35688,TX0151400,2009,18821
35689,TX0151400,2008,18430
35690,TX0430800,2017,48772
35691,TX0430800,2016,47772
35692,TX0430800,2015,47022
35693,TX0430800,2014,45323
35694,TX0430800,2013,45138
35695,TX0430800,2012,43645
35696,TX0430800,2011,42299
35697,TX0430800,2010,41427
35698,TX0430800,2009,41824
35699,TX0430800,2008,38693
35700,TX0460000,2017,64959
35701,TX0460000,2016,62052
35702,TX0460000,2015,60993
35703,TX0460000,2014,58465
35704,TX0460000,2013,56147
35705,TX0460000,2012,54317
35706,TX0460000,2011,52926
35707,TX0460000,2010,55094
35708,TX0460000,2009,55585
35709,TX0460000,2008,52555
35710,TX0490100,2017,16372
35711,TX0490100,2016,16349
35712,TX0490100,2015,16119
35713,TX0490100,2014,16036
35714,TX0490100,2013,16089
35715,TX0490100,2012,16223
35716,TX0490100,2011,16339
35717,TX0490100,2010,16002
35718,TX0490100,2009,16547
35719,TX0490100,2009,16547
35720,TX0572100,2017,25907
35721,TX0572100,2016,25467
35722,TX0572100,2015,24564
35723,TX0572100,2014,22434
35724,TX0572100,2013,21986
35725,TX0572100,2012,21172
35726,TX0572100,2011,20757
35727,TX0572100,2010,20329
35728,TX0572100,2009,19996
35729,TX0572100,2008,19651
35730,TX0680400,2017,0
35731,TX0680400,2016,0
35732,TX0680400,2015,0
35733,TX0680400,2014,0
35734,TX0680400,2013,0
35735,TX0680400,2012,0
35736,TX0680400,2011,0
35737,TX0680400,2010,0
35738,TX0680400,2009,0
35739,TX0680400,2008,0
35740,TX0770100,2017,2749
35741,TX0770100,2016,2729
35742,TX0770100,2015,2756
35743,TX0770100,2014,2923
35744,TX0770100,2013,2991
35745,TX0770100,2012,3058
35746,TX0770100,2011,3102
35747,TX0770100,2010,3038
35748,TX0770100,2009,2999
35749,TX0770100,2008,3094
35750,TX0910100,2017,1748
35751,TX0910100,2016,1700
35752,TX0910100,2015,1656
35753,TX0910100,2014,1632
35754,TX0910100,2013,1631
35755,TX0910100,2012,1655
35756,TX0910100,2011,1658
35757,TX0910100,2010,1624
35758,TX0910100,2009,1524
35759,TX0910100,2008,1523
35760,TX0910400,2017,42122
35761,TX0910400,2016,41139
35762,TX0910400,2015,40338
35763,TX0910400,2014,39522
35764,TX0910400,2013,39377
35765,TX0910400,2012,39269
35766,TX0910400,2011,39332
35767,TX0910400,2010,38521
35768,TX0910400,2009,38414
35769,TX0910400,2008,38039
35770,TX0940200,2017,40830
35771,TX0940200,2016,39225
35772,TX0940200,2015,38201
35773,TX0940200,2014,36961
35774,TX0940200,2013,35882
35775,TX0940200,2012,32964
35776,TX0940200,2011,32127
35777,TX0940200,2010,31465
35778,TX0940200,2009,31984
35779,TX0940200,2008,30609
35780,TX1015400,2017,0
35781,TX1015400,2016,0
35782,TX1015400,2015,0
35783,TX1015400,2014,0
35784,TX1015400,2013,0
35785,TX1015400,2012,0
35786,TX1015400,2011,0
35787,TX1015400,2010,0
35788,TX1015400,2009,0
35789,TX1015400,2008,0
35790,TX1290500,2017,17579
35791,TX1290500,2016,17211
35792,TX1290500,2015,16737
35793,TX1290500,2014,16466
35794,TX1290500,2014,16466
35795,TX1290500,2013,16233
35796,TX1290500,2012,16353
35797,TX1290500,2011,16149
35798,TX1290500,2010,15816
35799,TX1290500,2009,20300
35800,TX1660300,2017,1293
35801,TX1660300,2016,1313
35802,TX1660300,2015,1298
35803,TX1660300,2015,1298
35804,TX1660300,2014,1298
35805,TX1660300,2013,1293
35806,TX1660300,2012,1353
35807,TX1660300,2011,1364
35808,TX1660300,2010,1336
35809,TX1660300,2009,1313
35810,TX1810200,2017,19552
35811,TX1810200,2016,19493
35812,TX1810200,2015,18983
35813,TX1810200,2014,18995
35814,TX1810200,2013,19057
35815,TX1810200,2012,19025
35816,TX1810200,2011,18986
35817,TX1810200,2010,18595
35818,TX1810200,2009,19366
35819,TX1810200,2008,17287
35820,TX2010100,2017,13366
35821,TX2010100,2016,13491
35822,TX2010100,2015,13574
35823,TX2010100,2014,13693
35824,TX2010100,2013,13837
35825,TX2010100,2012,14019
35826,TX2010100,2011,14001
35827,TX2010100,2010,13712
35828,TX2010100,2009,11675
35829,TX2010100,2008,11644
35830,TX2100100,2017,5412
35831,TX2100100,2016,5218
35832,TX2100100,2016,5218
35833,TX2100100,2015,5246
35834,TX2100100,2014,5302
35835,TX2100100,2013,5328
35836,TX2100100,2012,5307
35837,TX2100100,2011,5302
35838,TX2100100,2010,5193
35839,TX2100100,2009,5754
35840,TX2201600,2017,39459
35841,TX2201600,2016,39345
35842,TX2201600,2015,39069
35843,TX2201600,2014,38709
35844,TX2201600,2013,38456
35845,TX2201600,2012,38756
35846,TX2201600,2011,38123
35847,TX2201600,2010,37337
35848,TX2201600,2009,38801
35849,TX2201600,2008,38702
35850,TX2203600,2017,0
35851,TX2203600,2016,0
35852,TX2203600,2015,0
35853,TX2203600,2014,0
35854,TX2203600,2013,0
35855,TX2203600,2012,0
35856,TX2203600,2011,0
35857,TX2203600,2010,0
35858,TX2203600,2009,0
35859,TX2203600,2008,0
35860,TX2210100,2017,122981
35861,TX2210100,2016,122523
35862,TX2210100,2015,121764
35863,TX2210100,2015,121764
35864,TX2210100,2014,120686
35865,TX2210100,2013,119401
35866,TX2210100,2012,119886
35867,TX2210100,2011,119526
35868,TX2210100,2010,117063
35869,TX2210100,2009,116557
35870,TX2270000,2017,207545
35871,TX2270000,2016,200557
35872,TX2270000,2015,202906
35873,TX2270000,2014,205578
35874,TX2270000,2013,204426
35875,TX2270000,2012,195191
35876,TX2270000,2011,189111
35877,TX2270000,2010,184916
35878,TX2270000,2009,189733
35879,TX2270000,2008,184400
35880,TX2340200,2017,1482
35881,TX2340200,2016,1452
35882,TX2340200,2015,1442
35883,TX2340200,2014,1439
35884,TX2340200,2013,1429
35885,TX2340200,2012,1467
35886,TX2340200,2011,1471
35887,TX2340200,2010,1441
35888,TX2340200,2009,1452
35889,TX2340200,2008,1446
35890,TX2460400,2017,25283
35891,TX2460400,2016,24160
35892,TX2460400,2015,22458
35893,TX2460400,2014,20567
35894,TX2460400,2013,19513
35895,TX2460400,2012,15635
35896,TX2460400,2011,15007
35897,TX2460400,2010,14698
35898,TX2460400,2009,17482
35899,TX2460400,2008,15488
35900,TX2490000,2017,49072
35901,TX2490000,2016,47681
35902,TX2490000,2015,46991
35903,TX2490000,2014,46679
35904,TX2490000,2013,47410
35905,TX2490000,2012,47064
35906,TX2490000,2011,46787
35907,TX2490000,2010,45823
35908,TX2490000,2009,45228
35909,TX2490000,2008,44449
35910,UT0031600,2017,0
35911,UT0031600,2016,0
35912,UT0031600,2015,0
35913,UT0031600,2014,0
35914,UT0031600,2013,0
35915,UT0031600,2012,0
35916,UT0031600,2011,0
35917,UT0031600,2010,0
35918,UT0031600,2009,0
35919,UT0031600,2008,0
35920,UT0180200,2017,49650
35921,UT0180200,2016,49758
35922,UT0180200,2015,49361
35923,UT0180200,2014,49083
35924,UT0180200,2013,48767
35925,UT0180200,2012,48276
35926,UT0180200,2011,47648
35927,UT0180200,2010,46746
35928,UT0180200,2009,46026
35929,UT0180200,2008,45760
35930,UT0180700,2017,0
35931,UT0180700,2016,0
35932,UT0180700,2015,0
35933,UT0180700,2014,0
35934,UT0180700,2013,0
35935,UT0180700,2012,0
35936,UT0180700,2011,0
35937,UT0180700,2010,0
35938,UT0180700,2009,0
35939,UT0180700,2008,0
35940,UT0181900,2017,12718
35941,UT0181900,2016,11765
35942,UT0181900,2015,10574
35943,UT0181900,2014,8596
35944,UT0181900,2013,8100
35945,UT0181900,2012,7848
35946,UT0181900,2011,7745
35947,UT0181900,2010,7598
35948,UT0181900,2010,7598
35949,UT0181900,2009,8463
35950,UT0220000,2017,30437
35951,UT0220000,2016,30079
35952,UT0220000,2015,29714
35953,UT0220000,2014,29146
35954,UT0220000,2013,28893
35955,UT0220000,2012,28287
35956,UT0220000,2011,27486
35957,UT0220000,2010,26955
35958,UT0220000,2009,27154
35959,UT0220000,2008,27139
35960,UT0240100,2017,10985
35961,UT0240100,2016,11687
35962,UT0240100,2015,11346
35963,UT0240100,2014,10705
35964,UT0240100,2013,10099
35965,UT0240100,2012,9373
35966,UT0240100,2011,9264
35967,UT0240100,2010,9089
35968,UT0240100,2009,8769
35969,UT0240100,2008,8496
35970,UT0250000,2017,50455
35971,UT0250000,2016,48765
35972,UT0250000,2015,44718
35973,UT0250000,2014,42579
35974,UT0250000,2013,43096
35975,UT0250000,2012,38223
35976,UT0250000,2011,37460
35977,UT0250000,2010,36751
35978,UT0250000,2009,43557
35979,UT0250000,2008,20148
35980,UT0250500,2017,39666
35981,UT0250500,2016,38984
35982,UT0250500,2015,37963
35983,UT0250500,2014,35317
35984,UT0250500,2013,34796
35985,UT0250500,2012,34900
35986,UT0250500,2011,34156
35987,UT0250500,2010,33509
35988,UT0250500,2009,35016
35989,UT0250500,2008,32755
35990,UT0290100,2017,87323
35991,UT0290100,2016,85930
35992,UT0290100,2015,84642
35993,UT0290100,2014,84557
35994,UT0290100,2013,84045
35995,UT0290100,2012,85083
35996,UT0290100,2011,84423
35997,UT0290100,2010,82825
35998,UT0290100,2009,83016
35999,UT0290100,2008,83353
36000,VA0010000,2017,26234
36001,VA0010000,2016,26118
36002,VA0010000,2015,26257
36003,VA0010000,2014,26491
36004,VA0010000,2013,27498
36005,VA0010000,2012,27659
36006,VA0010000,2011,27540
36007,VA0010000,2010,27602
36008,VA0010000,2009,31381
36009,VA0010000,2008,31387
36010,VA0160000,2017,50301
36011,VA0160000,2016,50214
36012,VA0160000,2015,50160
36013,VA0160000,2014,50731
36014,VA0160000,2013,50773
36015,VA0160000,2012,51012
36016,VA0160000,2011,50881
36017,VA0160000,2010,50280
36018,VA0160000,2009,48831
36019,VA0160000,2008,48237
36020,VA030SP00,2017,0
36021,VA030SP00,2016,0
36022,VA030SP00,2015,0
36023,VA030SP00,2014,0
36024,VA030SP00,2013,0
36025,VA030SP00,2012,0
36026,VA030SP00,2011,0
36027,VA030SP00,2010,0
36028,VA030SP00,2009,0
36029,VA030SP00,2008,0
36030,VA0370000,2017,22800
36031,VA0370000,2016,22235
36032,VA0370000,2015,21925
36033,VA0370000,2014,21602
36034,VA0370000,2013,21251
36035,VA0370000,2012,22124
36036,VA0370000,2011,21976
36037,VA0370000,2010,21717
36038,VA0370000,2009,21538
36039,VA0370000,2008,21050
36040,VA0460100,2017,8492
36041,VA0460100,2016,8418
36042,VA0460100,2015,8336
36043,VA0460100,2014,8251
36044,VA0460100,2013,8141
36045,VA0460100,2012,8197
36046,VA0460100,2011,8186
36047,VA0460100,2010,8089
36048,VA0460100,2009,7115
36049,VA0460100,2008,7071
36050,VA0490000,2017,26357
36051,VA0490000,2016,25756
36052,VA0490000,2015,25745
36053,VA0490000,2014,25263
36054,VA0490000,2013,24850
36055,VA0490000,2012,24427
36056,VA0490000,2011,23866
36057,VA0490000,2010,23584
36058,VA0490000,2009,24089
36059,VA0490000,2008,23387
36060,VA0740100,2017,38183
36061,VA0740100,2016,38111
36062,VA0740100,2015,37675
36063,VA0740100,2014,37700
36064,VA0740100,2013,37493
36065,VA0740100,2012,36958
36066,VA0740100,2011,36152
36067,VA0740100,2010,35725
36068,VA0740100,2009,36566
36069,VA0740100,2008,36107
36070,VA0800200,2017,8207
36071,VA0800200,2016,8266
36072,VA0800200,2015,8210
36073,VA0800200,2014,8174
36074,VA0800200,2013,8104
36075,VA0800200,2012,8220
36076,VA0800200,2011,8195
36077,VA0800200,2010,8098
36078,VA0800200,2009,7879
36079,VA0800200,2008,7876
36080,VA0820000,2017,60249
36081,VA0820000,2016,59028
36082,VA0820000,2015,58848
36083,VA0820000,2014,58720
36084,VA0820000,2013,58720
36085,VA0820000,2012,58386
36086,VA0820000,2011,58228
36087,VA0820000,2010,57540
36088,VA0820000,2009,58765
36089,VA0820000,2008,57689
36090,VA0820500,2017,2821
36091,VA0820500,2016,2776
36092,VA0820500,2015,2755
36093,VA0820500,2014,2742
36094,VA0820500,2013,2723
36095,VA0820500,2012,2708
36096,VA0820500,2011,2700
36097,VA0820500,2010,2668
36098,VA0820500,2009,2192
36099,VA0820500,2008,2182
36100,VA1090100,2017,0
36101,VA1090100,2016,0
36102,VA1090100,2015,0
36103,VA1090100,2014,0
36104,VA1090100,2014,0
36105,VA1090100,2013,0
36106,VA1090100,2012,0
36107,VA1090100,2011,0
36108,VA1090100,2010,0
36109,VA1090100,2009,0
36110,VA1220400,2017,0
36111,VA1220400,2016,0
36112,VA1220400,2015,0
36113,VA1220400,2014,0
36114,VA1220400,2013,0
36115,VA1220400,2012,0
36116,VA1220400,2011,0
36117,VA1220400,2010,0
36118,VA1220400,2009,0
36119,VA1220400,2008,0
36120,VT0010200,2017,8681
36121,VT0010200,2016,8570
36122,VT0010200,2015,8559
36123,VT0010200,2014,8504
36124,VT0010200,2013,8473
36125,VT0010200,2012,8477
36126,VT0010200,2011,8505
36127,VT0010200,2010,8496
36128,VT0010200,2009,8281
36129,VT0010200,2008,8208
36130,VT0010300,2017,2593
36131,VT0010300,2016,2630
36132,VT0010300,2016,2630
36133,VT0010300,2015,2597
36134,VT0010300,2014,2586
36135,VT0010300,2014,2586
36136,VT0010300,2013,2580
36137,VT0010300,2012,2580
36138,VT0010300,2011,2591
36139,VT0010300,2010,2588
36140,VT0080000,2017,15522
36141,VT0080000,2016,15390
36142,VT0080000,2015,15331
36143,VT0080000,2014,15329
36144,VT0080000,2013,15342
36145,VT0080000,2012,15058
36146,VT0080000,2011,14950
36147,VT0080000,2010,14934
36148,VT0080000,2009,14383
36149,VT0080000,2008,14266
36150,VT0090000,2017,17894
36151,VT0090000,2016,17669
36152,VT0090000,2016,17669
36153,VT0090000,2015,0
36154,VT0090000,2014,0
36155,VT0090000,2013,0
36156,VT0090000,2012,0
36157,VT0090000,2011,0
36158,VT0090000,2010,0
36159,VT0090000,2009,0
36160,VT0110200,2017,15462
36161,VT0110200,2016,15698
36162,VT0110200,2015,15814
36163,VT0110200,2014,16044
36164,VT0110200,2013,16137
36165,VT0110200,2012,16388
36166,VT0110200,2011,16513
36167,VT0110200,2010,16495
36168,VT0110200,2009,16688
36169,VT0110200,2008,16775
36170,WA0010000,2017,9526
36171,WA0010000,2016,9863
36172,WA0010000,2015,9899
36173,WA0010000,2014,9854
36174,WA0010000,2013,9878
36175,WA0010000,2012,9944
36176,WA0010000,2011,9843
36177,WA0010000,2010,9691
36178,WA0010000,2010,9691
36179,WA0010000,2009,9086
36180,WA0040000,2017,42992
36181,WA0040000,2016,42615
36182,WA0040000,2015,41807
36183,WA0040000,2014,41788
36184,WA0040000,2013,41571
36185,WA0040000,2012,41508
36186,WA0040000,2011,41164
36187,WA0040000,2010,40528
36188,WA0040000,2010,40528
36189,WA0040000,2009,42474
36190,WA0060100,2017,20516
36191,WA0060100,2016,19734
36192,WA0060100,2015,19239
36193,WA0060100,2014,18449
36194,WA0060100,2013,18146
36195,WA0060100,2012,18068
36196,WA0060100,2011,17847
36197,WA0060100,2011,17847
36198,WA0060100,2010,17571
36199,WA0060100,2009,17865
36200,WA0130700,2017,2051
36201,WA0130700,2016,2064
36202,WA0130700,2015,1056
36203,WA0130700,2014,1041
36204,WA0130700,2013,1046
36205,WA0130700,2012,1054
36206,WA0130700,2011,1004
36207,WA0130700,2010,988
36208,WA0130700,2010,988
36209,WA0130700,2009,1924
36210,WA0170900,2017,25553
36211,WA0170900,2016,25527
36212,WA0170900,2015,24737
36213,WA0170900,2014,24446
36214,WA0170900,2013,23969
36215,WA0170900,2012,23381
36216,WA0170900,2012,23381
36217,WA0170900,2011,23055
36218,WA0170900,2011,23055
36219,WA0170900,2010,22699
36220,WA0172400,2017,0
36221,WA0172400,2016,0
36222,WA0172400,2015,0
36223,WA0172400,2014,0
36224,WA0172400,2013,0
36225,WA0172400,2012,0
36226,WA0172400,2012,0
36227,WA0172400,2011,0
36228,WA0172400,2010,0
36229,WA0172400,2009,0
36230,WA0175000,2017,64857
36231,WA0175000,2016,53387
36232,WA0175000,2015,52365
36233,WA0175000,2014,51016
36234,WA0175000,2013,49805
36235,WA0175000,2012,47158
36236,WA0175000,2011,46498
36237,WA0175000,2010,45780
36238,WA0175000,2009,40837
36239,WA0175000,2008,35395
36240,WA0180500,2017,10600
36241,WA0180500,2016,10199
36242,WA0180500,2015,9809
36243,WA0180500,2014,9566
36244,WA0180500,2013,9429
36245,WA0180500,2012,9428
36246,WA0180500,2011,9344
36247,WA0180500,2011,9344
36248,WA0180500,2010,9200
36249,WA0180500,2009,8271
36250,WA0210100,2017,17048
36251,WA0210100,2016,16785
36252,WA0210100,2015,16632
36253,WA0210100,2014,16677
36254,WA0210100,2013,16549
36255,WA0210100,2012,16593
36256,WA0210100,2011,16592
36257,WA0210100,2010,16336
36258,WA0210100,2009,15811
36259,WA0210100,2009,15811
36260,WA0311400,2017,7142
36261,WA0311400,2016,6888
36262,WA0311400,2015,6864
36263,WA0311400,2015,6864
36264,WA0311400,2014,6665
36265,WA0311400,2013,6476
36266,WA0311400,2012,6373
36267,WA0311400,2011,6329
36268,WA0311400,2010,6231
36269,WA0311400,2009,6340
36270,WA0321300,2017,9505
36271,WA0321300,2016,9187
36272,WA0321300,2015,8911
36273,WA0321300,2014,8436
36274,WA0321300,2013,7979
36275,WA0321300,2012,7709
36276,WA0321300,2011,7710
36277,WA0321300,2010,7591
36278,WA0321300,2010,7591
36279,WA0321300,2009,7592
36280,WI0200200,2017,7770
36281,WI0200200,2016,7694
36282,WI0200200,2015,7791
36283,WI0200200,2014,7768
36284,WI0200200,2013,7711
36285,WI0200200,2012,7783
36286,WI0200200,2011,7767
36287,WI0200200,2010,7733
36288,WI0200200,2009,7392
36289,WI0200200,2008,7204
36290,WI0240100,2017,5371
36291,WI0240100,2016,5400
36292,WI0240100,2015,5409
36293,WI0240100,2014,5468
36294,WI0240100,2013,5519
36295,WI0240100,2012,5551
36296,WI0240100,2011,5548
36297,WI0240100,2010,5524
36298,WI0240100,2009,4965
36299,WI0240100,2008,5086
36300,WI0250000,2017,13003
36301,WI0250000,2016,13737
36302,WI0250000,2015,13744
36303,WI0250000,2014,13727
36304,WI0250000,2013,13781
36305,WI0250000,2012,13603
36306,WI0250000,2011,14915
36307,WI0250000,2011,14915
36308,WI0250000,2010,14851
36309,WI0250000,2009,14816
36310,WI0300100,2017,99671
36311,WI0300100,2016,99954
36312,WI0300100,2015,100038
36313,WI0300100,2014,100025
36314,WI0300100,2013,100418
36315,WI0300100,2012,99993
36316,WI0300100,2011,99650
36317,WI0300100,2010,99218
36318,WI0300100,2009,97657
36319,WI0300100,2008,96977
36320,WI0350200,2017,3169
36321,WI0350200,2016,3189
